,psi_ref_hpa,psi_gypsum_hpa,psi_vg_hpa,theta_pct,temp_c,precip_mm,rad_wm2,temp_aire_c
2016-05-13 13:00:00,322.6312266666667,277.5,444.5624518173508,19.20226068886021,0.0,0.0,838,21.2
2016-05-13 13:30:00,321.97445666666664,278.25,444.80399845318124,19.189535096572875,0.0,0.0,815,21.6
2016-05-13 14:00:00,320.8567366666667,279.0,444.1405215846683,19.224507953715737,0.0,0.0,778,21.8
2016-05-13 14:30:00,319.56475,280.25,443.9233119045985,19.23596995371573,0.0,0.0,734,21.8
2016-05-13 15:00:00,318.5745266666666,281.5,443.8664908293225,19.238969382287163,0.0,0.0,681,21.8
2016-05-13 15:30:00,319.5711066666666,281.25,443.7017723395206,19.24766681085859,0.0,0.0,611,21.5
2016-05-13 16:00:00,320.0344166666667,281.0,443.647059640145,19.250556525144304,0.0,0.0,540,21.5
2016-05-13 16:30:00,321.0168833333334,280.25,444.23899429424125,19.219313657935004,0.0,0.0,196,21.1
2016-05-13 17:00:00,322.0412733333333,279.5,444.3720049465103,19.212299554953983,0.0,0.0,341,21.1
2016-05-13 17:30:00,324.1653733333333,281.625,444.7460427436729,19.192587724002838,0.0,0.0,301,20.6
2016-05-13 18:00:00,325.63926333333336,283.75,445.08954977453095,19.174501061748504,0.0,0.0,101,20.3
2016-05-13 18:30:00,328.2927766666666,284.0,445.2007231848994,19.168650776034216,0.0,0.0,83,19.7
2016-05-13 19:00:00,330.64501333333334,284.25,445.14594160655867,19.17153334746279,0.0,0.0,78,19.1
2016-05-13 19:30:00,333.43004333333334,284.625,445.69703699430653,19.142553061748508,0.0,0.0,26,18.4
2016-05-13 20:00:00,336.77641666666665,285.0,445.80719949547193,19.13676477603422,0.0,0.0,0,17.6
2016-05-13 20:30:00,338.96873000000005,286.875,445.9736347367672,19.128022776034218,0.0,0.2,0,16.8
2016-05-13 21:00:00,340.35863333333333,288.75,446.4741700123182,19.101754204605648,0.0,0.0,0,15.5
2016-05-13 21:30:00,343.06243,291.125,446.5851145493781,19.095936204605646,0.0,0.0,0,14.4
2016-05-13 22:00:00,344.9768266666667,293.5,446.5856812562293,19.09590649031993,0.0,0.0,0,14.0
2016-05-13 22:30:00,346.17947666666663,293.75,446.86290333362507,19.081375918891357,0.0,0.0,0,14.1
2016-05-13 23:00:00,348.03341666666665,294.0,447.2522254801495,19.06098677603422,0.0,0.0,0,12.8
2016-05-13 23:30:00,349.92342333333335,294.875,447.4197590815109,19.052219061748506,0.0,0.0,0,11.5
2016-05-14 00:00:00,350.55169,295.75,447.3988551213756,19.0533128482181,0.0,0.0,0,10.6
2016-05-14 00:30:00,352.1748233333333,296.5,447.3955202662041,19.05348734774889,0.0,0.0,0,9.8
2016-05-14 01:00:00,353.51294333333334,297.25,446.8236848541506,19.083430935682024,0.0,0.0,0,9.0
2016-05-14 01:30:00,353.8441866666667,298.0,446.34679141948357,19.10843602006531,0.0,0.0,0,8.5
2016-05-14 02:00:00,355.24361999999996,298.75,445.4259581321485,19.15680320736422,0.0,0.0,0,8.0
2016-05-14 02:30:00,356.05555333333336,298.0,445.35669657955566,19.16044571887207,0.0,0.0,0,8.0
2016-05-14 03:00:00,356.4175400000001,297.25,445.5801742391196,19.148695147443497,0.0,0.0,0,8.0
2016-05-14 03:30:00,356.44219999999996,297.75,445.46841162744073,19.154570861729212,0.0,0.0,0,8.0
2016-05-14 04:00:00,357.3733366666667,298.25,445.74641141547727,19.139958576014926,0.0,0.0,0,7.9
2016-05-14 04:30:00,357.45362000000006,296.75,445.52425369780366,19.15163486172921,0.0,0.0,0,7.7
2016-05-14 05:00:00,358.02893666666665,295.25,445.74675398624686,19.139940576014926,0.0,0.0,0,7.6
2016-05-14 05:30:00,358.09741333333335,296.125,445.69043495379935,19.142900004586355,0.0,0.0,14,7.3
2016-05-14 06:00:00,358.51274000000006,297.0,445.74702586801936,19.139926290300643,0.0,0.0,42,7.4
2016-05-14 06:30:00,359.10761,296.125,445.7466832970164,19.13994429030064,0.0,0.0,67,7.5
2016-05-14 07:00:00,359.49849333333333,295.25,445.63452070645985,19.145838576014928,0.0,0.0,174,7.5
2016-05-14 07:30:00,359.15138333333334,294.375,445.8020041708322,19.137037718872072,0.0,0.0,276,8.2
2016-05-14 08:00:00,358.92763999999994,293.5,445.80271660017354,19.13700029030064,0.0,0.0,362,8.2
2016-05-14 08:30:00,357.79094000000003,292.25,445.8023413509726,19.137020004586354,0.0,0.0,315,9.0
2016-05-14 09:00:00,357.06424999999996,291.0,445.91337614073234,19.131187433157784,0.0,0.0,421,9.0
2016-05-14 09:30:00,355.51066666666674,290.25,445.8023304741892,19.137020576014926,0.0,0.0,281,9.1
2016-05-14 10:00:00,354.91076000000004,289.5,445.91337614073234,19.131187433157784,0.0,0.0,324,9.2
2016-05-14 10:30:00,354.6216533333333,289.0,445.9143063658854,19.13113857601493,0.0,0.0,357,9.6
2016-05-14 11:00:00,353.3327066666666,288.5,446.02504043550914,19.125323433157785,0.0,0.0,389,9.8
