,psi_ref_hpa,psi_gypsum_hpa,psi_vg_hpa,theta_pct,temp_c,precip_mm,rad_wm2,temp_aire_c
2016-05-13 13:00:00,322.6312266666667,277.5,444.5624518173508,19.20226068886021,18.02,0.0,838,21.2
2016-05-13 13:30:00,321.97445666666664,278.25,444.8039984531813,19.189535096572875,18.36,0.0,815,21.6
2016-05-13 14:00:00,320.8567366666667,279.0,444.1405215846683,19.224507953715737,18.53,0.0,778,21.8
2016-05-13 14:30:00,319.56475,280.25,443.9233119045985,19.23596995371573,18.53,0.0,734,21.8
2016-05-13 15:00:00,318.5745266666666,281.5,443.8664908293225,19.238969382287163,18.53,0.0,681,21.8
2016-05-13 15:30:00,319.5711066666666,281.25,443.7017723395206,19.24766681085859,18.275,0.0,611,21.5
2016-05-13 16:00:00,320.0344166666667,281.0,443.647059640145,19.250556525144304,18.275,0.0,540,21.5
2016-05-13 16:30:00,321.0168833333334,280.25,444.23899429424125,19.219313657935004,17.935000000000002,0.0,196,21.1
2016-05-13 17:00:00,322.0412733333333,279.5,444.3720049465103,19.212299554953983,17.935000000000002,0.0,341,21.1
2016-05-13 17:30:00,324.1653733333333,281.625,444.7460427436729,19.19258772400284,17.51,0.0,301,20.6
2016-05-13 18:00:00,325.63926333333336,283.75,445.08954977453095,19.174501061748504,17.255,0.0,101,20.3
2016-05-13 18:30:00,328.2927766666666,284.0,445.2007231848994,19.168650776034216,16.744999999999997,0.0,83,19.7
2016-05-13 19:00:00,330.64501333333334,284.25,445.14594160655867,19.17153334746279,16.235,0.0,78,19.1
2016-05-13 19:30:00,333.43004333333334,284.625,445.6970369943065,19.142553061748508,15.639999999999999,0.0,26,18.4
2016-05-13 20:00:00,336.77641666666665,285.0,445.80719949547193,19.13676477603422,14.96,0.0,0,17.6
2016-05-13 20:30:00,338.96873000000005,286.875,445.9736347367672,19.128022776034214,14.28,0.2,0,16.8
2016-05-13 21:00:00,340.35863333333333,288.75,446.4741700123182,19.101754204605648,13.174999999999999,0.0,0,15.5
2016-05-13 21:30:00,343.06243,291.125,446.5851145493781,19.095936204605646,12.24,0.0,0,14.4
2016-05-13 22:00:00,344.9768266666667,293.5,446.5856812562293,19.09590649031993,11.9,0.0,0,14.0
2016-05-13 22:30:00,346.17947666666663,293.75,446.862903333625,19.08137591889136,11.985,0.0,0,14.1
2016-05-13 23:00:00,348.03341666666665,294.0,447.2522254801495,19.06098677603422,10.88,0.0,0,12.8
2016-05-13 23:30:00,349.92342333333335,294.875,447.4197590815109,19.052219061748502,9.775,0.0,0,11.5
2016-05-14 00:00:00,350.55169,295.75,447.3988551213756,19.0533128482181,9.01,0.0,0,10.6
2016-05-14 00:30:00,352.1748233333333,296.5,447.3955202662041,19.05348734774889,8.33,0.0,0,9.8
2016-05-14 01:00:00,353.51294333333334,297.25,446.8236848541506,19.083430935682024,7.6499999999999995,0.0,0,9.0
2016-05-14 01:30:00,353.8441866666667,298.0,446.3467914194836,19.10843602006531,7.225,0.0,0,8.5
2016-05-14 02:00:00,355.24362,298.75,445.4259581321485,19.15680320736422,6.8,0.0,0,8.0
2016-05-14 02:30:00,356.05555333333336,298.0,445.35669657955566,19.16044571887207,6.8,0.0,0,8.0
2016-05-14 03:00:00,356.4175400000001,297.25,445.5801742391196,19.148695147443497,6.8,0.0,0,8.0
2016-05-14 03:30:00,356.4422,297.75,445.46841162744073,19.15457086172921,6.8,0.0,0,8.0
2016-05-14 04:00:00,357.3733366666667,298.25,445.74641141547727,19.139958576014926,6.715,0.0,0,7.9
2016-05-14 04:30:00,357.45362000000006,296.75,445.52425369780366,19.15163486172921,6.545,0.0,0,7.7
2016-05-14 05:00:00,358.02893666666665,295.25,445.74675398624686,19.13994057601493,6.46,0.0,0,7.6
2016-05-14 05:30:00,358.0974133333333,296.125,445.69043495379935,19.142900004586355,6.205,0.0,14,7.3
2016-05-14 06:00:00,358.51274000000006,297.0,445.74702586801936,19.139926290300643,6.29,0.0,42,7.4
2016-05-14 06:30:00,359.10761,296.125,445.7466832970164,19.13994429030064,6.375,0.0,67,7.5
2016-05-14 07:00:00,359.49849333333333,295.25,445.6345207064599,19.145838576014928,6.375,0.0,174,7.5
2016-05-14 07:30:00,359.15138333333334,294.375,445.8020041708322,19.137037718872072,6.969999999999999,0.0,276,8.2
2016-05-14 08:00:00,358.92763999999994,293.5,445.8027166001736,19.13700029030064,6.969999999999999,0.0,362,8.2
2016-05-14 08:30:00,357.79094000000003,292.25,445.8023413509726,19.137020004586358,7.6499999999999995,0.0,315,9.0
2016-05-14 09:00:00,357.06425,291.0,445.91337614073234,19.131187433157784,7.6499999999999995,0.0,421,9.0
2016-05-14 09:30:00,355.51066666666674,290.25,445.8023304741892,19.13702057601493,7.734999999999999,0.0,281,9.1
2016-05-14 10:00:00,354.91076000000004,289.5,445.91337614073234,19.131187433157784,7.819999999999999,0.0,324,9.2
2016-05-14 10:30:00,354.6216533333333,289.0,445.9143063658854,19.13113857601493,8.16,0.0,357,9.6
2016-05-14 11:00:00,353.3327066666666,288.5,446.02504043550914,19.125323433157785,8.33,0.0,389,9.8
2016-05-14 11:30:00,352.11816666666664,287.25,446.0813741226474,19.122365718872068,8.84,0.0,395,10.4
2016-05-14 12:00:00,351.14791,286.0,446.478905816649,19.10150582290541,8.84,0.0,538,10.4
2016-05-14 12:30:00,350.06820666666664,286.5,447.1464804500837,19.06652275414821,9.605,0.0,496,11.3
2016-05-14 13:00:00,350.2376433333334,287.0,447.2714685270346,19.05997952046531,9.434999999999999,0.0,407,11.1
2016-05-14 13:30:00,347.4377133333333,287.375,446.9920897486395,19.07460809189388,10.030000000000001,0.0,587,11.8
2016-05-14 14:00:00,346.47435,287.75,446.935463169978,19.07757437760816,8.924999999999999,0.0,151,10.5
2016-05-14 14:30:00,345.6374333333333,288.875,446.88089506266016,19.08043323475102,9.01,0.0,237,10.6
2016-05-14 15:00:00,345.26703333333336,290.0,446.8668571351123,19.081168754148205,9.944999999999999,0.0,548,11.7
2016-05-14 15:30:00,345.44084,288.125,446.5179474220925,19.09945829613713,8.415000000000001,0.0,164,9.9
2016-05-14 16:00:00,345.59426333333334,286.25,446.4064333976976,19.105307153279988,7.99,0.0,275,9.4
2016-05-14 16:30:00,345.69353666666666,286.875,446.5745852812147,19.096488296137125,7.99,0.0,178,9.4
2016-05-14 17:00:00,346.8371233333333,287.5,446.5607439694946,19.097214073591505,8.415000000000001,0.0,253,9.9
2016-05-14 17:30:00,347.44791000000004,289.75,446.2810809576678,19.11188378787722,8.584999999999999,0.0,141,10.1
2016-05-14 18:00:00,348.5739966666667,292.0,446.5616866071471,19.09716464502008,8.16,0.0,120,9.6
2016-05-14 18:30:00,349.8705933333334,291.25,446.9353314700375,19.07758127697645,8.415000000000001,0.0,86,9.9
2016-05-14 19:00:00,350.0764766666666,290.5,447.0322060736259,19.072506923812863,8.415000000000001,0.0,66,9.9
2016-05-14 19:30:00,351.5217133333333,291.5,447.5007535355383,19.047981624230523,8.16,0.0,22,9.6
2016-05-14 20:00:00,352.84976666666665,292.5,447.2256424525454,19.06237831515884,7.6499999999999995,0.0,18,9.0
2016-05-14 20:30:00,354.4296733333333,291.875,447.0163177794309,19.07333907770865,6.885,0.0,0,8.1
2016-05-14 21:00:00,355.2910033333333,291.25,447.2747014916789,19.05981029938507,6.63,0.0,0,7.8
2016-05-14 21:30:00,357.0227466666667,291.625,446.9388406502571,19.07739744224221,6.205,0.0,0,7.3
2016-05-14 22:00:00,358.18525,292.0,447.0684187837624,19.07061039758192,6.205,0.0,0,7.3
2016-05-14 22:30:00,359.38122000000004,293.0,446.69528721304175,19.09016029030064,5.95,0.0,0,7.0
2016-05-14 23:00:00,360.2155666666667,294.0,446.9187325816935,19.078450861729213,5.695,0.0,0,6.7
2016-05-14 23:30:00,361.0318733333333,293.75,446.8058464895943,19.08436571887207,5.27,0.0,0,6.2
2016-05-15 00:00:00,361.89653,293.5,446.86226370746544,19.081409433157784,5.3549999999999995,0.0,0,6.3
2016-05-15 00:30:00,362.74323,294.875,446.76447387181145,19.086533928507123,5.3549999999999995,0.0,0,6.3
2016-05-15 01:00:00,362.86381666666665,296.25,446.8974528612598,19.079565719785418,5.1,0.0,0,6.0
2016-05-15 01:30:00,363.6274866666667,297.25,446.59678106141337,19.095324499935696,5.015000000000001,0.0,0,5.9
2016-05-15 02:00:00,364.0440366666666,298.25,445.9576150336504,19.12886405107716,4.845,0.0,0,5.7
2016-05-15 02:30:00,364.69161333333335,297.375,446.2015806433481,19.116055858134136,4.42,0.0,0,5.2
2016-05-15 03:00:00,365.0888633333333,296.5,446.5884199446583,19.0957628925645,4.25,0.0,0,5.0
2016-05-15 03:30:00,365.75365,295.25,446.3992324971041,19.105684893477846,4.42,0.0,0,5.2
2016-05-15 04:00:00,365.69927666666666,294.0,446.057549013446,19.123616568815503,4.59,0.0,0,5.4
2016-05-15 04:30:00,366.62235,294.375,446.2257330659591,19.114788283101216,4.59,0.0,0,5.4
2016-05-15 05:00:00,366.62049666666667,294.75,446.3024199090738,19.11076409015819,4.59,0.2,0,5.4
2016-05-15 05:30:00,366.78102,293.75,446.3382474310124,19.10888428310122,4.505,1.6,0,5.3
2016-05-15 06:00:00,366.8148433333334,292.75,446.5620585775714,19.097145140244077,4.59,0.2,16,5.4
2016-05-15 06:30:00,367.17447,292.875,446.61748747758446,19.094238854529788,4.59,0.0,36,5.4
2016-05-15 07:00:00,366.9029433333333,293.0,446.6176945603368,19.09422799738693,4.675,0.0,112,5.5
2016-05-15 07:30:00,366.69085,292.625,446.5086522132245,19.09994576268169,4.93,0.0,141,5.8
2016-05-15 08:00:00,365.67652333333336,292.25,446.63772038305945,19.093178090158197,5.27,0.0,216,6.2
2016-05-15 08:30:00,364.2866166666667,291.0,446.6742430923984,19.091263425958363,5.5249999999999995,0.0,115,6.5
2016-05-15 09:00:00,363.18211,289.75,446.6735400012519,19.09130028310122,5.95,0.0,173,7.0
2016-05-15 09:30:00,361.8627866666666,290.875,446.4499438711856,19.103024854529792,6.545,0.0,337,7.7
2016-05-15 10:00:00,359.9082266666666,292.0,446.56106690009847,19.09719714024408,5.95,0.6,155,7.0
2016-05-15 10:30:00,358.01482333333337,290.25,446.6175692207632,19.094234568815505,6.205,0.0,104,7.3
2016-05-15 11:00:00,356.1970066666666,288.5,446.4488816594956,19.103080568815503,7.565,0.0,389,8.9
2016-05-15 11:30:00,355.00849666666664,287.625,446.4483696200026,19.103107425958363,6.969999999999999,0.2,368,8.2
2016-05-15 12:00:00,352.58819666666665,286.75,446.4494154886054,19.103052568815503,6.715,0.0,336,7.9
2016-05-15 12:30:00,350.43725333333333,287.25,446.7148126513175,19.08913681648527,6.12,0.4,263,7.2
2016-05-15 13:00:00,347.54241666666667,287.75,446.4858962726705,19.10113919548361,7.395,0.0,804,8.7
2016-05-15 13:30:00,343.75067999999993,286.125,446.7429816634735,19.08766035723005,7.31,2.0,431,8.6
2016-05-15 14:00:00,277.05662333333333,284.5,446.5885779699181,19.095754606850218,4.845,2.2,304,5.7
2016-05-15 14:30:00,289.27124333333336,284.375,446.5316275586193,19.0987408925645,7.6499999999999995,0.0,585,9.0
2016-05-15 15:00:00,296.55210666666665,284.25,446.4768262178304,19.101614892564506,7.734999999999999,1.2,403,9.1
2016-05-15 15:30:00,302.04500333333334,283.875,446.3645994006365,19.10750174970736,7.6499999999999995,0.0,379,9.0
2016-05-15 16:00:00,306.42445666666663,283.5,446.1398760599697,19.11929460685021,7.99,0.0,382,9.4
2016-05-15 16:30:00,308.67309666666665,281.875,446.2520231359871,19.11340860685021,8.075,0.0,164,9.5
2016-05-15 17:00:00,309.23243333333335,280.25,446.0282285400874,19.125156035421643,7.99,0.0,285,9.4
2016-05-15 17:30:00,310.72696,279.875,445.8604378966686,19.133968035421645,6.8,0.0,70,8.0
2016-05-15 18:00:00,311.15785,279.5,445.8609219843632,19.133942606850216,5.3549999999999995,0.0,66,6.3
2016-05-15 18:30:00,311.7709466666667,279.875,445.8052883832127,19.13686517827879,6.205,0.0,71,7.3
2016-05-15 19:00:00,311.45858666666663,280.25,445.91667215080713,19.13101432113593,6.46,0.0,64,7.6
2016-05-15 19:30:00,310.3689766666667,279.75,446.0276354197071,19.12518717827879,6.969999999999999,0.0,26,8.2
2016-05-15 20:00:00,309.59562,279.25,445.7624101017513,19.13911795934241,6.885,0.0,13,8.1
2016-05-15 20:30:00,308.77645,278.625,445.07076329142814,19.17548982466071,6.545,0.0,0,7.7
2016-05-15 21:00:00,307.53831,278.0,445.0347043737728,19.177387793715344,6.29,0.0,0,7.4
2016-05-15 21:30:00,306.73455,278.75,444.1021542595036,19.22653212011937,5.95,0.0,0,7.0
2016-05-15 22:00:00,304.6755866666667,279.5,443.4058435134471,19.26330130827277,5.5249999999999995,0.0,0,6.5
2016-05-15 22:30:00,304.09787,278.875,443.2776031328999,19.270080059373583,5.1,0.0,0,6.0
2016-05-15 23:00:00,302.7392733333333,278.25,443.2223156931508,19.27300320223073,4.59,0.0,0,5.4
2016-05-15 23:30:00,301.2500433333333,278.625,443.3335791744597,19.26712091651644,4.505,0.0,0,5.3
2016-05-16 00:00:00,299.83978,279.0,443.09194244227297,19.27989784584318,4.42,0.0,0,5.2
2016-05-16 00:30:00,298.25217000000004,278.125,442.2889889937739,19.322410127365117,4.165,0.0,0,4.9
2016-05-16 01:00:00,296.62781,277.25,441.93284988245495,19.34129282297843,4.165,0.0,0,4.9
2016-05-16 01:30:00,295.42481,275.875,442.044401063613,19.335376537264143,3.995,0.0,0,4.7
2016-05-16 02:00:00,293.64699,274.5,442.0435713335376,19.335420537264145,3.995,0.0,0,4.7
2016-05-16 02:30:00,292.3893,273.0,442.20998226718905,19.326597680121285,3.8249999999999997,0.0,0,4.5
2016-05-16 03:00:00,290.99749,271.5,442.2649430238563,19.323684537264143,3.655,0.0,0,4.3
2016-05-16 03:30:00,289.4712366666667,271.0,441.89578600024,19.34325892117528,3.9099999999999997,0.0,0,4.6
2016-05-16 04:00:00,288.1232966666667,270.5,441.7671011574955,19.35008655358069,3.9099999999999997,0.0,0,4.6
2016-05-16 04:30:00,286.89849333333336,270.25,441.5273817815132,19.362811099608283,3.74,0.0,0,4.4
2016-05-16 05:00:00,285.62725666666665,270.0,441.637185639092,19.35698167103686,3.74,0.0,11,4.4
2016-05-16 05:30:00,284.2412933333333,269.375,441.5833482917204,19.35983967103686,3.995,0.0,33,4.7
2016-05-16 06:00:00,283.17752333333334,268.75,441.47255819470377,19.36572224246543,4.505,0.0,48,5.3
